Price,Close,Volume,EMA20,EMA50,EMA200,RSI14,MACD,Signal,BB_Width
Ticker,BTC-USD,BTC-USD,,,,,,,
Date,,,,,,,,,
2020-02-26,8820.5224609375,50420050762,9611.148612231154,9407.62094567877,9124.649906005186,27.684771019448576,2.6297283019011957,141.83102815021877,0.1451810500254493
2020-02-27,8784.494140625,45470195695,9532.18169274072,9380.522347858489,9116.959378608588,28.31983989703943,-60.37283798541648,101.39015808644635,0.17470987750086986
2020-02-28,8672.455078125,44605450443,9450.079156946322,9349.860849483175,9107.03527698958,25.246552161848257,-117.88663522971729,57.53471541287571,0.20297385471032195
2020-02-29,8599.5087890625,35792392544,9368.872168697091,9317.500558617232,9095.842647711828,28.22735643354804,-167.3616206896586,12.555379261736773,0.22549049342466349
2020-03-01,8562.4541015625,35349164300,9291.898683350852,9285.064674161391,9084.22034021823,26.779847473992533,-207.14033757571087,-31.383817975051816,0.2473284273299128
2020-03-02,8869.669921875,42857674409,9251.605069294696,9267.286363099367,9079.600079441507,36.40345880275399,-211.62455857313216,-67.43200145062335,0.2496064320493237
2020-03-03,8787.7861328125,42386715821,9207.35099944447,9246.837693438292,9073.387941965673,24.42224087207532,-219.2074314601432,-97.78711127029136,0.24702804065056905
2020-03-04,8755.24609375,34746706368,9164.222110004925,9225.945041804009,9066.691261274049,29.77726602137382,-225.22534852923854,-123.27477472094644,0.24429943681879598
2020-03-05,9078.7626953125,39698054597,9156.070929625346,9219.710266556647,9066.942567895156,39.2761002937069,-201.72419797072507,-138.96466724986627,0.22768800229134864
2020-03-06,9122.5458984375,40826885651,9152.873744054663,9215.607202383078,9068.08768896205,38.42386416626137,-177.53961489388166,-146.67965987804814,0.22126059042164625
2020-03-07,8909.9541015625,36216930370,9129.710186697293,9202.73882502527,9064.865311395732,35.65240845633714,-173.43605159547224,-152.03093994136808,0.21404676038625173
2020-03-08,8108.1162109375,39973102121,9032.307651742127,9156.786444085861,9045.57028905782,21.30881060380989,-231.89027315372005,-168.00281069036757,0.23545483490557464
2020-03-09,7923.64453125,46936995808,8926.614783776498,9105.161720106322,9023.172937953233,21.931462591784083,-289.68843848485085,-192.33994125512163,0.24290351934129673
2020-03-10,7909.7294921875,42213940994,8829.680687968088,9055.247895307137,9001.165285825859,24.25436774493275,-332.77106172973254,-220.42616997164555,0.2603708750138819
2020-03-11,7911.43017578125,38682762605,8742.156468230056,9007.610081448556,8979.83559248393,29.90090040100587,-362.5936651384309,-248.8596727479993,0.27217359953864373
2020-03-12,4970.7880859375,53980357243,8382.711778477173,8839.892145424044,8902.113296697698,13.089395224234735,-615.549461044161,-322.1976381306208,0.4782261909460306
2020-03-13,5563.70703125,74156772075,8114.054749995211,8704.093000876132,8837.997563765868,22.474430385088098,-759.5678611090352,-409.671690095978,0.5727133656280439
2020-03-14,5200.3662109375,36154506008,7836.3919262132285,8559.18598951969,8768.775730843972,21.375222433354693,-892.6315716899699,-506.2636729250631,0.6591073804960234
2020-03-15,5392.31494140625,33997889639,7603.494681504563,8428.490632215147,8705.101911530239,23.982441355304886,-971.4347109886039,-599.297885554166,0.7211646816868553
2020-03-16,5014.47998046875,45368026430,7356.799174318767,8287.884719585969,8636.118094206384,18.72273192309767,-1052.157542447625,-689.8698208397611,0.7948848172838376
2020-03-17,5225.62939453125,38622642935,7153.739261825907,8162.0137133493845,8572.922844593912,21.69383262629644,-1086.6025901321318,-769.2163774363843,0.8540078696446909
2020-03-18,5238.4384765625,37878801016,6971.255378353906,8042.069511095094,8511.661517678509,21.96628522497275,-1100.1816387238814,-835.4094315212743,0.9032794075236353
2020-03-19,6191.19287109375,51000731797,6896.936338759528,7966.271689655644,8469.385780394186,29.0807311577433,-1022.4366008208253,-872.8148662073054,0.9142535479210875
2020-03-20,6198.7783203125,54442976103,6830.422934625131,7894.014102409223,8428.35768071008,28.706815510578323,-949.2675029264774,-888.1053938212999,0.9213818945147424
2020-03-21,6185.06640625,42494390880,6768.94187193615,7824.266123238086,8388.14961117407,29.56320258048639,-882.213443341393,-886.9270037086623,0.924491340880808
2020-03-22,5830.2548828125,40099664740,6679.5187181864985,7743.013548381027,8342.665351471722,31.6880244753186,-847.879201045429,-879.1174430877064,0.9218360757480396
2020-03-23,6416.31494140625,46491916000,6654.445503724933,7689.035558711289,8308.677340112556,38.61736969183971,-764.6366466600857,-856.2212835950578,0.9006467110054172
2020-03-24,6734.8037109375,48221910672,6662.100375621946,7650.268729355333,8281.120344093262,41.517708395757175,-665.3337587801461,-818.0437783557846,0.8696189425911707
